SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
2728,3,2,Suburb,1964,345777.0937312987,0,1,0
2857,3,1,Rural,1957,262436.62501826085,1,0,0
1622,5,2,Suburb,1955,252154.13395057176,0,1,0
1804,5,1,Suburb,2018,235263.83917720304,0,1,0
1407,3,2,Suburb,1998,199974.4607218678,0,1,0
2370,3,1,Rural,1965,251037.69941351085,1,0,0
2875,4,3,Suburb,1984,345676.0360633182,0,1,0
2390,5,2,Rural,1970,228449.2374495505,1,0,0
1829,3,1,Urban,1953,151592.23775506893,0,0,1
1788,5,2,Suburb,2013,207428.71668289407,0,1,0
1617,4,3,Suburb,1978,203303.07779085828,0,1,0
1548,2,1,Urban,1982,171467.3927252093,0,0,1
1290,5,3,Suburb,1998,123325.07337562996,0,1,0
1421,4,2,Rural,1968,168509.10648203047,1,0,0
1180,2,3,Suburb,2000,194717.76401493791,0,1,0
1654,5,1,Suburb,2000,165810.80228908383,0,1,0
1113,4,3,Suburb,1969,103262.64004894313,0,1,0
2261,2,3,Rural,2016,308880.07611560845,1,0,0
2961,4,1,Suburb,2015,353419.1285229478,0,1,0
2117,4,1,Rural,2009,150588.13258989205,1,0,0
1259,4,3,Urban,2019,133593.81526175374,0,0,1
2130,4,2,Suburb,1989,279401.72120731766,0,1,0
1243,2,3,Suburb,1964,218191.26407678347,0,1,0
1422,3,3,Suburb,2007,111028.89956719444,0,1,0
1334,4,1,Rural,1965,119137.88469114628,1,0,0
2046,2,1,Urban,1985,189778.30848651865,0,0,1
2896,4,1,Urban,1967,254579.64279056428,0,0,1
1270,5,1,Suburb,2013,229521.5427410452,0,1,0
2163,5,3,Suburb,1959,210669.5521212024,0,1,0
2489,3,1,Urban,1980,216667.47348875416,0,0,1
1453,2,1,Suburb,2005,218446.9259199932,0,1,0
2407,5,2,Urban,2019,267742.75698556023,0,0,1
1593,2,2,Urban,1972,135917.68366866294,0,0,1
2400,5,2,Rural,1968,283716.8201369244,1,0,0
2009,2,2,Suburb,2018,230652.758973754,0,1,0
2461,4,3,Suburb,1976,180636.34496815497,0,1,0
1855,4,2,Suburb,1957,184647.22470488472,0,1,0
2445,5,2,Rural,2019,291552.01697342604,1,0,0
2179,3,2,Rural,2020,236837.41056005703,1,0,0
2358,5,3,Rural,1974,271494.7801032635,1,0,0
2554,5,3,Rural,2016,314739.5189877764,1,0,0
2604,3,3,Urban,2005,293997.0735728933,0,0,1
2983,4,2,Rural,1982,288827.02692778216,1,0,0
1131,4,3,Rural,2016,171279.47326059928,1,0,0
1767,5,3,Urban,2004,278958.4903579819,0,0,1
2744,2,2,Urban,2011,329800.9362787332,0,0,1
1500,5,3,Suburb,2001,233695.75246504575,0,1,0
2545,4,3,Suburb,1989,239016.37394159724,0,1,0
2163,2,3,Suburb,1976,222696.77010025675,0,1,0
2988,3,2,Urban,1989,316536.51098813093,0,0,1
1134,4,3,Suburb,1968,120068.3206548068,0,1,0
1766,3,1,Urban,1969,285814.4247938161,0,0,1
1811,4,3,Urban,2003,177142.27096268488,0,0,1
2430,4,2,Urban,1965,242910.05142049512,0,0,1
1769,2,1,Urban,1968,172096.5814691203,0,0,1
1093,4,1,Suburb,2019,185338.62631624044,0,1,0
2907,5,2,Suburb,2014,320569.3409128177,0,1,0
2264,3,3,Rural,1980,207953.14031314093,1,0,0
2772,4,2,Rural,2019,295998.7872030103,1,0,0
1164,5,2,Rural,2010,140791.3278013118,1,0,0
1324,3,2,Suburb,1993,77629.43354372792,0,1,0
2683,5,1,Urban,1969,304018.4620693352,0,0,1
2241,4,3,Suburb,1963,265570.8634236415,0,1,0
1939,5,2,Urban,1950,149499.72058817936,0,0,1
1619,3,3,Urban,1970,195260.7871119653,0,0,1
1230,3,1,Urban,1983,193550.36639817228,0,0,1
1581,3,3,Rural,1966,144724.2027047734,1,0,0
1732,4,2,Urban,2006,216677.2007925663,0,0,1
2609,2,1,Urban,2001,354149.43309274246,0,0,1
2202,5,1,Urban,1960,334227.7534123308,0,0,1
2103,3,1,Rural,1985,261922.1462152377,1,0,0
2377,3,1,Urban,1956,333080.75029739406,0,0,1
1670,2,2,Rural,1952,231497.85949025545,1,0,0
2891,3,2,Urban,1957,235260.6963281839,0,0,1
2704,3,3,Suburb,1969,296239.45254994003,0,1,0
2849,4,1,Suburb,1998,318897.89905147965,0,1,0
2924,2,3,Rural,1964,342089.5110318978,1,0,0
2184,3,1,Urban,1982,170993.0640192323,0,0,1
2450,4,3,Suburb,1988,285845.80391354626,0,1,0
1402,4,3,Urban,1966,95665.4906480806,0,0,1
2055,4,2,Urban,1967,267154.566446112,0,0,1
1120,4,1,Suburb,1960,70074.58978762786,0,1,0
1726,2,3,Rural,1989,116659.20315358698,1,0,0
2538,2,3,Suburb,2004,228712.04401598076,0,1,0
1384,4,1,Urban,1997,117216.56378920333,0,0,1
2763,2,3,Urban,1979,238965.05339419257,0,0,1
2448,5,1,Urban,2015,294736.9147382816,0,0,1
1475,5,3,Suburb,1985,199958.4968682041,0,1,0
1559,4,2,Suburb,2008,169993.95593321117,0,1,0
2190,3,2,Suburb,2000,227458.6856396581,0,1,0
1388,3,3,Suburb,1977,80825.06164046365,0,1,0
2356,5,2,Rural,2014,271455.7194414235,1,0,0
2546,4,3,Urban,1999,300724.33821842103,0,0,1
2773,5,2,Rural,1967,318147.7477505823,1,0,0
1789,5,2,Suburb,2014,190963.9362762979,0,1,0
1752,3,1,Suburb,1988,255709.02963929216,0,1,0
2494,5,1,Suburb,1994,249169.74704998668,0,1,0
1703,4,2,Suburb,1989,193646.44865028505,0,1,0
2547,3,3,Urban,1974,293990.4909913368,0,0,1
1052,3,3,Urban,1980,91955.79907352835,0,0,1
1566,5,1,Rural,1957,202852.8512281156,1,0,0
1820,2,1,Suburb,2021,149574.88198722276,0,1,0
2044,5,2,Suburb,2012,260178.6776572286,0,1,0
2042,4,3,Rural,1998,220737.0533865248,1,0,0
2988,2,3,Rural,1987,175620.49982828763,1,0,0
2879,4,2,Suburb,2016,361604.3313773567,0,1,0
1861,3,1,Rural,1989,184677.95023603464,1,0,0
2479,4,3,Urban,2012,330707.8458319809,0,0,1
1321,4,2,Urban,2015,163305.9766537944,0,0,1
1826,4,2,Suburb,1979,346851.8934321383,0,1,0
1432,5,3,Suburb,1985,115825.11682979498,0,1,0
2082,5,2,Suburb,2020,287504.6036928142,0,1,0
2174,4,2,Suburb,1990,269115.96440255805,0,1,0
2794,5,1,Rural,1990,260998.71064499803,1,0,0
2463,3,1,Rural,1966,209724.2426917716,1,0,0
2907,3,1,Urban,2011,370655.24817017664,0,0,1
1057,2,1,Urban,1977,46056.51559954648,0,0,1
2017,5,3,Urban,2015,271417.4614762034,0,0,1
2751,5,1,Urban,2004,358074.8223657481,0,0,1
2597,4,3,Urban,1958,328940.58859466354,0,0,1
2681,2,3,Urban,2008,213472.87711413729,0,0,1
2980,3,3,Urban,1970,288109.97720119264,0,0,1
2917,3,3,Rural,1997,260955.49992413423,1,0,0
1750,4,3,Urban,1986,256049.33011715143,0,0,1
2316,5,1,Rural,1978,294397.2896051381,1,0,0
1181,4,3,Rural,1970,111209.530309552,1,0,0
2904,2,3,Urban,1964,263547.5514068531,0,0,1
1606,3,2,Rural,1969,244405.7881622956,1,0,0
2101,2,1,Suburb,1961,238285.5734053645,0,1,0
1960,3,2,Urban,1959,295112.4774384586,0,0,1
2677,3,1,Suburb,1996,257527.7213142625,0,1,0
1104,2,1,Suburb,1988,100615.76509159186,0,1,0
2284,3,3,Rural,1966,243370.57302777417,1,0,0
1606,3,2,Urban,1969,221578.56623333564,0,0,1
2246,2,2,Suburb,1979,289581.4212789572,0,1,0
1989,3,3,Urban,1965,252593.4130946688,0,0,1
1483,2,2,Urban,1969,174449.8883631975,0,0,1
2725,4,1,Suburb,1960,319511.77837686613,0,1,0
1128,5,1,Suburb,1994,145123.50597270296,0,1,0
1318,5,1,Urban,2005,147961.61143859,0,0,1
1706,5,1,Urban,1983,305308.2779387535,0,0,1
1508,3,3,Urban,1981,246020.3939830595,0,0,1
1019,2,3,Rural,1951,153689.98899991432,1,0,0
2834,5,3,Rural,2013,309214.0489534061,1,0,0
1751,3,2,Urban,2019,138815.2770692464,0,0,1
1234,3,2,Urban,1992,146922.64319386645,0,0,1
2620,2,2,Suburb,1980,221791.08943107008,0,1,0
1605,4,2,Suburb,1989,215018.80855931735,0,1,0
1553,2,3,Rural,2000,193762.00933393312,1,0,0
2899,3,2,Rural,1982,342845.6181473432,1,0,0
2373,4,2,Suburb,2018,294917.84613194223,0,1,0
1452,4,2,Rural,2015,112910.48039346193,1,0,0
1585,5,1,Urban,1951,209493.7396016138,0,0,1
1983,3,3,Rural,2010,266389.39491432544,1,0,0
2900,2,3,Rural,1960,329957.57204773085,1,0,0
2532,2,3,Urban,1956,268077.93349359004,0,0,1
2650,5,1,Urban,1950,246828.4423899052,0,0,1
1422,3,3,Urban,2006,100593.1464828895,0,0,1
2213,2,3,Suburb,2020,172116.09361991633,0,1,0
2967,2,3,Urban,2020,391024.1808959186,0,0,1
2148,2,2,Suburb,1963,188157.3176242564,0,1,0
1005,4,2,Rural,1978,170190.3303222201,1,0,0
1457,4,3,Rural,1992,192489.58480728703,1,0,0
2914,5,1,Rural,1965,267997.67295128794,1,0,0
1553,5,2,Urban,1950,157427.12520454402,0,0,1
2593,2,1,Rural,1978,216242.6462420389,1,0,0
2962,3,1,Suburb,1983,327817.54915625125,0,1,0
1521,3,1,Rural,1968,154217.36517695282,1,0,0
2112,5,3,Rural,1971,240538.5413252196,1,0,0
1845,3,2,Suburb,1958,143060.6139409414,0,1,0
2134,3,3,Suburb,1980,357594.92460881843,0,1,0
1550,2,3,Suburb,2009,112331.27129475192,0,1,0
2420,2,2,Suburb,2000,265011.27934702334,0,1,0
2994,3,1,Suburb,1996,275705.0797398208,0,1,0
2702,2,3,Rural,1950,333524.6899422193,1,0,0
1010,3,1,Urban,1981,161993.82959148896,0,0,1
2645,3,1,Urban,1999,323187.9131753621,0,0,1
1496,4,1,Urban,1976,132124.88313816913,0,0,1
2039,3,2,Suburb,1999,216163.7350703267,0,1,0
2056,4,1,Rural,1994,213491.5556572376,1,0,0
1744,5,2,Suburb,2001,200853.7680144095,0,1,0
1488,3,2,Urban,2010,160513.13209753972,0,0,1
2211,5,3,Rural,1987,177264.04954208987,1,0,0
1735,2,1,Urban,1974,185929.21354338943,0,0,1
2594,4,3,Rural,2021,274836.5467040237,1,0,0
1457,5,3,Rural,1964,173660.05408360154,1,0,0
2074,2,2,Urban,1951,166262.72666135224,0,0,1
2294,3,3,Suburb,1957,153415.99423489766,0,1,0
1463,4,1,Suburb,2021,139128.92609129671,0,1,0
1042,3,1,Urban,1999,49063.91283672719,0,0,1
1538,5,2,Urban,1969,135439.84085106693,0,0,1
1567,3,1,Rural,2017,198300.96316827275,1,0,0
1120,2,2,Urban,2019,160893.5520306037,0,0,1
1624,5,2,Rural,1998,156557.15222968167,1,0,0
1315,4,2,Rural,1961,152235.65944146074,1,0,0
2021,2,1,Rural,1954,113007.36324085838,1,0,0
2138,2,3,Rural,1964,232976.58579283,1,0,0
1620,4,2,Urban,2016,215015.8440314436,0,0,1
1453,2,2,Suburb,1984,92143.39922433103,0,1,0
1686,5,3,Urban,2020,112779.63077880949,0,0,1
1623,3,2,Urban,1964,273521.344134729,0,0,1
1611,4,3,Suburb,2003,217619.1259010642,0,1,0
2543,4,2,Suburb,1982,342724.96153419773,0,1,0
1958,5,3,Suburb,2011,294180.1218559417,0,1,0
1646,5,2,Rural,1973,169151.02098041435,1,0,0
1762,4,2,Rural,1957,107102.01165513924,1,0,0
2360,4,2,Suburb,1975,185756.2696423529,0,1,0
1239,4,2,Rural,1999,224873.2717213265,1,0,0
1733,4,1,Rural,2017,171966.02473949923,1,0,0
2409,5,1,Urban,2019,300325.5938509857,0,0,1
2168,3,2,Suburb,1985,217059.01602106963,0,1,0
1376,4,3,Suburb,1956,237840.153713596,0,1,0
1003,2,2,Rural,1954,114661.59280139962,1,0,0
1793,2,3,Rural,1961,99067.44312082486,1,0,0
1845,2,3,Suburb,2002,98308.90699203189,0,1,0
2351,5,1,Suburb,1994,240884.5355626052,0,1,0
1196,4,3,Suburb,1982,96703.00952398696,0,1,0
1388,5,2,Suburb,1958,101036.47604517672,0,1,0
2663,2,1,Suburb,1992,292315.9530716189,0,1,0
1260,3,1,Suburb,1985,94073.29357963128,0,1,0
1602,2,1,Urban,1986,122898.50210063436,0,0,1
2860,4,2,Urban,1988,369917.5371553353,0,0,1
2794,3,3,Suburb,1973,320451.74779997935,0,1,0
2957,3,3,Rural,1972,292305.24511806737,1,0,0
1093,3,2,Rural,2016,135026.66176036478,1,0,0
2280,2,2,Suburb,1957,255670.1030266628,0,1,0
1135,5,1,Urban,1997,121200.34422285973,0,0,1
1524,2,2,Urban,1973,145307.77928069688,0,0,1
2733,4,3,Rural,1955,394055.8613795812,1,0,0
1497,3,2,Rural,1956,160271.61488026925,1,0,0
2201,5,3,Suburb,1969,318116.29928155686,0,1,0
1111,5,2,Rural,2004,126843.5581612279,1,0,0
2287,4,3,Rural,2001,264687.2114140333,1,0,0
2437,4,2,Rural,2009,238336.173799504,1,0,0
1368,4,2,Suburb,1982,152265.6210960909,0,1,0
1935,3,1,Suburb,1951,224313.49077456235,0,1,0
2614,3,1,Suburb,1974,388946.8126705753,0,1,0
2401,4,2,Urban,2016,310887.826904812,0,0,1
1767,3,3,Urban,1959,250826.0399436137,0,0,1
1585,2,3,Rural,1985,105908.38382363266,1,0,0
2406,5,2,Urban,1983,247672.2022767208,0,0,1
1672,3,1,Urban,1979,120451.75046241122,0,0,1
1510,5,3,Rural,1961,255495.27020505897,1,0,0
1712,2,1,Rural,1959,149438.55165354285,1,0,0
2904,3,1,Suburb,2007,302374.1127781997,0,1,0
1819,4,1,Urban,1991,187881.9606060653,0,0,1
1376,4,2,Suburb,2015,72485.10267979706,0,1,0
1544,2,3,Suburb,1994,193703.5625536689,0,1,0
1072,2,2,Urban,1975,153307.74551579685,0,0,1
1973,3,1,Suburb,1983,149125.75517145154,0,1,0
1503,2,3,Rural,1967,218125.0269577101,1,0,0
2375,5,3,Rural,1967,315525.0633571372,1,0,0
1804,4,2,Urban,1974,186023.01129937667,0,0,1
1709,3,3,Suburb,2016,154899.71964103708,0,1,0
1324,2,3,Urban,1965,154178.05353238888,0,0,1
1387,5,2,Urban,1978,157217.72814848338,0,0,1
1827,4,1,Urban,1993,248663.95305622023,0,0,1
1239,4,1,Urban,2011,76808.07750733155,0,0,1
1975,3,3,Suburb,2000,168083.37015617246,0,1,0
2097,3,1,Urban,1965,285994.9201084611,0,0,1
1030,3,1,Rural,2000,172988.7858270203,1,0,0
1478,3,2,Suburb,1990,165329.89520670933,0,1,0
2037,2,1,Suburb,1984,165246.44396936684,0,1,0
1716,3,2,Urban,1992,127749.43906083136,0,0,1
2339,2,2,Rural,1988,242940.56427337124,1,0,0
1067,5,1,Urban,1963,86664.84842054822,0,0,1
2663,5,2,Suburb,1979,288631.73354317807,0,1,0
2005,4,3,Urban,1965,224765.3841495282,0,0,1
1537,5,2,Urban,1984,221680.01998215207,0,0,1
2943,5,2,Urban,1952,307845.3279093473,0,0,1
2719,3,2,Urban,1951,359861.73630902544,0,0,1
2672,3,1,Rural,1994,280828.1688188643,1,0,0
1290,3,2,Urban,1958,214511.0751714076,0,0,1
2641,5,3,Suburb,1998,359107.79240253643,0,1,0
1974,3,1,Suburb,1969,203528.1468519333,0,1,0
1023,3,1,Urban,1994,120787.33854876545,0,0,1
1414,3,1,Urban,1998,144906.1837071484,0,0,1
1850,3,3,Rural,2013,236162.42301058627,1,0,0
1961,2,2,Urban,1963,232042.86433519228,0,0,1
2729,3,2,Rural,1960,292492.65342355205,1,0,0
1680,5,3,Urban,1998,201890.7767279484,0,0,1
2059,3,3,Suburb,1998,231223.43052340616,0,1,0
1100,3,1,Urban,2003,189938.682143018,0,0,1
1545,2,3,Suburb,1950,212798.28864576496,0,1,0
2912,3,2,Rural,1960,376407.1488449435,1,0,0
1038,3,1,Rural,1988,106255.46274578809,1,0,0
1210,4,3,Suburb,1955,113311.10267508178,0,1,0
1741,3,1,Urban,2002,141274.27502694924,0,0,1
2814,5,3,Urban,1977,306058.20355049154,0,0,1
1591,4,2,Suburb,1962,190589.2191849365,0,1,0
1749,4,3,Rural,1956,213540.1726193186,1,0,0
1171,5,2,Suburb,1993,129980.16322506212,0,1,0
1837,5,3,Suburb,2014,205752.88092934963,0,1,0
1441,3,3,Suburb,1960,146519.30657905937,0,1,0
2082,3,1,Rural,1991,311197.49937132245,1,0,0
2433,3,2,Suburb,1989,276408.0669156723,0,1,0
1533,4,3,Suburb,1999,125005.2365401422,0,1,0
1364,5,3,Rural,1984,84460.63215242412,1,0,0
1366,2,3,Rural,1950,121098.26779414198,1,0,0
2367,2,1,Urban,2005,265165.6132466314,0,0,1
2773,3,2,Rural,2016,272037.6616800092,1,0,0
1295,5,1,Rural,1997,119361.31739321738,1,0,0
2364,3,1,Urban,1958,247098.12211943604,0,0,1
1605,4,1,Suburb,1979,215949.70353958305,0,1,0
1755,4,3,Suburb,1970,255269.3776040667,0,1,0
1522,2,1,Rural,1965,163599.15239100702,1,0,0
2652,5,2,Urban,1995,351678.3005129599,0,0,1
1264,5,2,Suburb,1960,125840.91150798628,0,1,0
2547,4,2,Suburb,1977,291172.95758323424,0,1,0
2689,5,2,Rural,1994,280597.5866229103,1,0,0
2061,2,1,Urban,2004,214492.73284770665,0,0,1
2154,3,3,Suburb,1997,208576.56271308425,0,1,0
1381,5,3,Urban,1994,182196.6766081777,0,0,1
2248,5,3,Rural,1974,311298.5551166245,1,0,0
2166,2,2,Suburb,1982,189101.0927471729,0,1,0
1430,2,2,Suburb,1973,167335.65489273664,0,1,0
1388,3,1,Urban,2004,118193.30778264748,0,0,1
1053,2,2,Urban,1986,97905.41644064832,0,0,1
1023,4,1,Urban,1961,211020.8898995415,0,0,1
1394,4,1,Rural,1963,160858.1610489093,1,0,0
1632,3,2,Suburb,1993,215106.3718929361,0,1,0
1118,3,3,Urban,2017,113879.64352232109,0,0,1
2696,5,2,Rural,1989,283038.3461560126,1,0,0
1982,4,2,Suburb,2016,135165.32171321593,0,1,0
2609,4,2,Rural,1980,277044.3598471573,1,0,0
2208,4,3,Urban,1992,303900.3630660984,0,0,1
2971,4,1,Urban,2018,325329.32618194306,0,0,1
1191,2,1,Rural,1995,107289.35707992436,1,0,0
2962,4,1,Urban,1971,365030.58870855294,0,0,1
2755,3,3,Rural,2003,240970.1125286781,1,0,0
1486,5,3,Rural,1987,232335.54387841385,1,0,0
1632,5,3,Rural,2010,144314.30832323173,1,0,0
1720,3,1,Suburb,1987,143360.36408753603,0,1,0
1383,4,1,Suburb,1997,164582.27482086793,0,1,0
1811,2,3,Urban,1985,238288.62425621448,0,0,1
1345,4,1,Rural,1970,128601.40111538988,1,0,0
1472,4,3,Rural,2015,226905.42303364884,1,0,0
1675,3,1,Suburb,1962,318308.4313981505,0,1,0
2803,5,2,Rural,1954,324942.608731294,1,0,0
2975,5,3,Suburb,1980,294844.07653456845,0,1,0
1002,5,2,Suburb,2015,188652.45509600488,0,1,0
2073,3,3,Suburb,2021,263045.0667209358,0,1,0
1924,2,1,Rural,1972,268956.4317683561,1,0,0
1875,2,2,Suburb,1983,186129.29447722272,0,1,0
2527,5,1,Suburb,1957,381367.2192593007,0,1,0
1983,5,3,Suburb,1970,236750.26548401863,0,1,0
2234,2,1,Urban,2010,219970.5628602853,0,0,1
1972,3,1,Suburb,1966,204431.93911808223,0,1,0
2551,2,2,Suburb,1961,216756.505162584,0,1,0
2703,4,1,Suburb,1998,304474.44452457264,0,1,0
2306,4,1,Urban,2019,259758.3797209251,0,0,1
1378,3,3,Suburb,2001,133408.10569367104,0,1,0
2349,5,1,Urban,1983,244236.91915095955,0,0,1
2321,4,2,Urban,1958,359701.91289952147,0,0,1
2720,2,3,Suburb,2009,291895.3147194799,0,1,0
1137,4,3,Suburb,2017,58717.32240871018,0,1,0
1124,2,1,Rural,2012,46518.05921157538,1,0,0
1933,2,2,Urban,1960,255369.9445697445,0,0,1
2415,2,2,Rural,2017,300136.24380604405,1,0,0
2425,4,1,Urban,1964,261635.4464066807,0,0,1
1479,3,2,Urban,1982,153412.96308422828,0,0,1
2424,2,1,Rural,1976,294248.5030981021,1,0,0
1569,4,1,Suburb,1984,150592.0621511299,0,1,0
2385,5,3,Rural,1993,239410.2074469275,1,0,0
1065,3,1,Rural,1983,77778.8777465146,1,0,0
2451,4,2,Urban,1950,323660.3903677807,0,0,1
1851,3,3,Suburb,2018,256703.79450343715,0,1,0
2737,4,1,Urban,1981,352330.6216221421,0,0,1
2544,2,2,Suburb,1962,358077.03709418303,0,1,0
1431,5,3,Urban,2002,248261.0700160989,0,0,1
2958,4,3,Suburb,1986,325847.097345022,0,1,0
2128,3,3,Suburb,1953,246671.20733099335,0,1,0
2112,5,3,Suburb,2002,167475.79516423476,0,1,0
1600,5,1,Suburb,1986,168533.31128525117,0,1,0
1855,5,1,Rural,2016,212980.1856207292,1,0,0
1005,2,2,Suburb,2009,99735.01842689872,0,1,0
1157,2,2,Suburb,1962,177996.33907486682,0,1,0
2402,4,1,Suburb,2017,257033.35665293707,0,1,0
1329,2,1,Rural,2017,90694.709165212,1,0,0
2126,5,3,Suburb,1982,240265.48526597064,0,1,0
1222,3,3,Rural,2005,125084.67608973436,1,0,0
1401,5,3,Urban,1983,180760.12572276528,0,0,1
2706,5,3,Suburb,1976,289930.3409808868,0,1,0
1544,2,2,Rural,1964,178650.93020513977,1,0,0
1508,3,2,Suburb,1991,202245.4003155895,0,1,0
2716,5,2,Urban,1987,340159.34028464835,0,0,1
1183,3,1,Rural,2008,129989.28934884848,1,0,0
1914,3,3,Urban,1960,188140.7752392745,0,0,1
2110,5,1,Rural,1950,305674.9629920435,1,0,0
1580,2,3,Urban,2006,132975.10982553044,0,0,1
2403,2,1,Rural,1976,291938.6843007133,1,0,0
1537,4,3,Urban,2011,82037.95068679824,0,0,1
2436,5,1,Suburb,2005,206404.136549132,0,1,0
2943,5,2,Suburb,1956,284786.386125335,0,1,0
1517,3,1,Rural,1958,158147.36429949035,1,0,0
1767,3,1,Suburb,2012,215430.40015860245,0,1,0
2717,4,1,Urban,1972,301465.6092619912,0,0,1
1294,4,1,Suburb,1958,157381.9091217087,0,1,0
2014,3,1,Rural,1954,253800.56217664148,1,0,0
1259,3,2,Rural,1980,244362.5038210856,1,0,0
2407,4,2,Urban,1958,385626.7771336993,0,0,1
1825,2,2,Urban,1958,152660.1547748564,0,0,1
2327,4,3,Rural,2011,242476.74972103705,1,0,0
1315,3,1,Rural,1973,81220.10299434829,1,0,0
1745,5,3,Rural,2010,261551.36252580228,1,0,0
2817,3,3,Rural,1953,269966.4390784712,1,0,0
1718,2,3,Suburb,2014,244885.89271742824,0,1,0
2100,3,2,Urban,2018,243365.2835700329,0,0,1
1679,3,1,Rural,1982,218501.0204071733,1,0,0
1853,4,2,Urban,1961,267594.4359997701,0,0,1
2402,2,3,Rural,1992,281645.921570561,1,0,0
1460,4,1,Rural,1994,63434.90591425882,1,0,0
2079,5,3,Rural,1976,198647.53448262732,1,0,0
1806,5,3,Rural,1957,283482.03598806605,1,0,0
2104,2,2,Suburb,2009,245583.06224644708,0,1,0
2702,5,2,Urban,1959,342120.1203918225,0,0,1
2199,5,2,Suburb,1971,244660.52198847712,0,1,0
1792,3,2,Rural,1970,286293.99294735084,1,0,0
1929,4,1,Suburb,1954,302450.44485469454,0,1,0
2406,4,3,Rural,2016,300475.2928839277,1,0,0
1148,4,1,Suburb,2013,142926.46559581204,0,1,0
1767,2,1,Urban,2020,180923.44814216715,0,0,1
2304,3,3,Rural,1975,249942.7608473251,1,0,0
1344,3,3,Urban,2011,161110.63541744126,0,0,1
2813,2,1,Rural,2013,334574.0592854544,1,0,0
2814,4,3,Rural,1966,326962.6308733976,1,0,0
2432,3,1,Suburb,2010,185415.8092218729,0,1,0
2741,3,3,Rural,1965,339146.71452583844,1,0,0
1973,4,3,Suburb,2020,186980.5730013297,0,1,0
1921,5,2,Suburb,1978,169412.85352138782,0,1,0
1029,2,3,Rural,1962,123801.29141514476,1,0,0
1729,3,1,Suburb,1999,284679.1941535477,0,1,0
2445,4,3,Suburb,1954,350225.98956245143,0,1,0
1981,5,3,Suburb,2013,290765.540501744,0,1,0
1230,4,2,Rural,1981,75673.47516867667,1,0,0
2382,4,3,Urban,2010,306932.0133085457,0,0,1
2185,5,3,Urban,1955,236654.9485947863,0,0,1
1728,2,2,Suburb,1993,161790.33464270254,0,1,0
2251,3,2,Suburb,1956,192033.5964856672,0,1,0
2868,2,2,Rural,1975,187917.52636468943,1,0,0
2244,2,2,Rural,2013,261801.33622535376,1,0,0
1745,4,3,Urban,2014,203651.05616311624,0,0,1
2096,4,2,Suburb,1956,237506.62914944327,0,1,0
1398,4,1,Urban,1972,156004.05136851803,0,0,1
1094,2,2,Rural,1959,119907.42602753369,1,0,0
2963,3,1,Suburb,1952,315685.5481741957,0,1,0
1474,4,3,Rural,1996,179872.19762983604,1,0,0
2118,5,3,Suburb,2000,342823.5130058625,0,1,0
2929,3,2,Suburb,1958,322901.2869198735,0,1,0
2778,3,3,Urban,1962,316746.6288872666,0,0,1
2908,3,1,Urban,2003,266815.0078586558,0,0,1
2828,5,2,Suburb,1970,349304.09808608494,0,1,0
1774,5,1,Urban,1983,147301.07815871752,0,0,1
2147,4,1,Suburb,1980,254999.50618239207,0,1,0
1799,3,2,Urban,1974,269409.08167678845,0,0,1
2523,2,2,Suburb,2021,312112.0498092608,0,1,0
2802,2,1,Urban,1984,271974.81581241894,0,0,1
1943,2,2,Urban,1957,183771.52085430865,0,0,1
2022,4,2,Urban,2020,299404.04676249955,0,0,1
1620,2,3,Urban,2006,176209.6316570605,0,0,1
1859,3,3,Rural,1993,233030.53200041692,1,0,0
1963,4,2,Urban,1955,258786.7996952153,0,0,1
2071,4,1,Rural,1998,231986.71868293,1,0,0
1812,5,2,Urban,2018,193599.9603303555,0,0,1
1094,3,3,Rural,1976,155067.11314271705,1,0,0
2500,2,2,Rural,1968,249771.23052577465,1,0,0
1032,3,3,Rural,1959,150693.6703168721,1,0,0
2141,3,3,Urban,1974,250888.05244765716,0,0,1
2667,4,1,Rural,1972,300012.2871047295,1,0,0
2274,2,2,Urban,1995,317163.8528604055,0,0,1
2326,2,3,Suburb,2002,219346.36668382253,0,1,0
1121,2,2,Rural,1999,136832.14864987604,1,0,0
1217,5,1,Suburb,1958,122203.40114893128,0,1,0
2076,3,1,Rural,1966,233387.8828710392,1,0,0
2149,4,1,Suburb,2013,294644.4151431504,0,1,0
2182,4,1,Rural,2006,243246.0157948601,1,0,0
2694,4,2,Suburb,1989,290677.63514029206,0,1,0
1794,2,3,Urban,1961,122812.08620824156,0,0,1
2624,2,2,Urban,1993,269414.8986109897,0,0,1
1175,4,2,Urban,2001,123022.277105345,0,0,1
1291,3,3,Rural,1989,83733.3961242774,1,0,0
2968,4,1,Rural,1982,298428.0498301915,1,0,0
2182,3,2,Rural,1994,250818.361581874,1,0,0
1490,4,1,Urban,1990,203611.65881526223,0,0,1
1760,3,3,Suburb,2000,281496.91769243457,0,1,0
2380,4,3,Rural,1960,275309.8998370216,1,0,0
1633,5,3,Urban,2006,325243.5186395972,0,0,1
2260,5,1,Rural,1962,231214.32837668265,1,0,0
2451,2,1,Rural,1983,234497.3804971265,1,0,0
1124,2,3,Urban,2009,225505.3651518455,0,0,1
2338,2,1,Suburb,2010,204143.22862102717,0,1,0
2302,2,1,Suburb,1962,233040.5403634659,0,1,0
